1000;SUCCESS Событие
1001;FAILURE Несанкционированное действие
1002;ERROR Ошибка
1003;WARNING Предупреждение
1004;INFORMATION Отладочное событие
1005;FAILURE  Нарушение лицензионной политики
1016;FAILURE Компьютер заблокирован системой защиты
1017;SUCCESS  Компьютер разблокирован
1018;FAILURE  Ошибка выполнения функционального контроля
1019;SUCCESS  Успешное завершение функционального контроля
1201;FAILURE Запрет входа пользователя
1202;SUCCESS Вход пользователя в систему
1203;SUCCESS Пользователь возобновил сеанс работы на компьютере
1204;INFORMATION Система инициировала блокировку сессии
1206;FAILURE Идентификатор не зарегистрирован
1207;SUCCESS Пользователь приостановил сеанс работы на компьютере
1208;SUCCESS Завершение работы пользователя
1095;WARNING Пароль пользователя не соотвествует требованиям безопасности
1020;SUCCESS Старт службы регистрации
1021;SUCCESS  Остановка службы регистрации
1024;FAILURE Переполнение журнала регистрации
1025;SUCCESS Очистка журнала регистрации
1026;SUCCESS Журнал регистрации отправлен на сервер
1027;FAILURE  Запрет доступа к журналу
1285;FAILURE Запрет прямого обращения к принтеру
1036;SUCCESS  Начало печати документа
1286;SUCCESS  Печать документа
1037;SUCCESS Успешное завершение печати документа
1038;FAILURE  Ошибка при печати документа
1039;SUCCESS  Начало печати экземпляра документа
1280;SUCCESS Успешное завершение печати экземпляра конфиденциального документа
1281;FAILURE  Ошибка при печати экземпляра документа
1282;FAILURE Запрет печати документа
1283;SUCCESS Сохранение копии напечатанного документа
1270;SUCCESS Изменение параметров конфиденциальности ресурса
1271;FAILURE  Запрет изменения параметров конфиденциальности ресурса
1272;SUCCESS  Доступ к конфиденциальному ресурсу
1273;FAILURE  Запрет доступа к конфиденциальному ресурсу
1274;SUCCESS Вывод конфиденциальной информации
1275;FAILURE Запрет вывода конфиденциальной информации
1276;"SUCCESS  Перемещение конфиденциального ресурса

"
1277;"FAILURE Запрет перемещения конфиденциального
Ресурса
"
1278;"SUCCESS Удаление конфиденциального Ресурса
"
1279;"FAILURE  Конфликт категорий конфиденциальности
FAILURE  Конфликт категорий конфиденциальности"
1300;"WARNING  Использование механизма исключений
"
1050;FAILURE  Запрет запуска программы
1051;SUCCESS Запуск программы
1052;FAILURE  Запрет загрузки библиотеки
1053;SUCCESS Загрузка библиотеки
1054;SUCCESS  Исполнение скрипта
1055;FAILURE  Запрет исполнения неизвестного скрипта
1060;SUCCESS Групповые политики успешно применены
1061;WARNING Ошибка применения групповых политик
1062;WARNING  Предупреждение при применении групповых политик
1065;WARNING  Ошибка создания контекста пользователя
1100;SUCCESS  Начало обработки задания на контроль целостности
1101;SUCCESS Завершение обработки задания на контроль целостности
1102;FAILURE  Обнаружено нарушение целостности при обработке задания
1103;SUCCESS Завершение проверки целостности ресурса
1104;FAILURE Нарушение целостности ресурса
1105;FAILURE Для ресурса отсутствует эталонное значение
1106;SUCCESS  Удаление устаревших эталонных значений
1107;SUCCESS  Текущее значение ресурса принято в качестве эталонного
1108;SUCCESS  Восстановление ресурса
1109;ERROR  Ошибка при восстановлении ресурса по эталонному значению
1110;ERROR  Ошибка при открытии базы данных контроля целостности
1112;ERROR  Ошибка принятии текущего значения ресурса в качестве эталонного
1113;WARNING  Исправление ошибок в базе данных
1150;SUCCESS Установка задания КЦ на контроль
1151;SUCCESS  Снятие задания КЦ с контроля
1152;SUCCESS  Добавление учетной записи к заданию ЗПС
1153;SUCCESS  Удаление учетной записи из задания ЗПС
1154;SUCCESS Создание задания
1155;SUCCESS Удаление задания
1156;SUCCESS  Изменение задания
1157;SUCCESS  Создание задачи
1158;SUCCESS  Удаление задачи
1159;SUCCESS  Изменение задачи
1160;SUCCESS  Создание группы ресурсов
1161;SUCCESS  Удаление группы ресурсов
1162;SUCCESS  Изменение группы ресурсов
1163;SUCCESS Синхронизация локальной базы данных с центральной
1164;ERROR Ошибка синхронизации локальной базы данных с центральной
1165;ERROR  Ошибка при расчете эталона.
1210;SUCCESS Установка задания КЦ на контроль
1211;SUCCESS  Снятие задания КЦ с контроля
1212;SUCCESS  Добавление учетной записи к заданию ЗПС
1213;SUCCESS  Удаление учетной записи из задания ЗПС
1214;SUCCESS  Создание задания
1215;SUCCESS  Удаление задания
1216;SUCCESS  Изменение задания
1217;SUCCESS  Создание задачи
1218;SUCCESS  Удаление задачи
1219;SUCCESS  Изменение задачи
1220;SUCCESS Создание группы ресурсов
1221;SUCCESS  Удаление группы ресурсов
1222;SUCCESS  Изменение группы ресурсов
1223;SUCCESS  Добавление субъекта
1224;SUCCESS  Удаление субъекта
1225;SUCCESS  Изменение субъекта
1131;SUCCESS  Утверждение аппаратной конфигурации
1290;SUCCESS Успешное завершение контроля аппаратной конфигурации
1291;FAILURE Ошибка при контроле аппаратной конфигурации
1292;FAILURE  Обнаружено новое устройство
1293;FAILURE Устройство удалено из системы
1294;FAILURE  Изменение параметров устройства
1295;SUCCESS Переход в спящий режим
1134;SUCCESS  Подключение устройства
1135;SUCCESS  Отключение устройства
1136;FAILURE  Запрет подключения устройства
1137;FAILURE  Несанкционированное отключение устройства
1138;SUCCESS  Доступ к устройству
1139;FAILURE  Запрет доступа к устройству
1140;SUCCESS Добавлен пользователь
1141;SUCCESS  Удален пользователь
1142;SUCCESS Изменены параметры пользователя
1143;SUCCESS  Изменен ключ пользователя
1144;SUCCESS  Изменены параметры действующей политики безопасности
1145;SUCCESS  Удален ключ пользователя
1146;SUCCESS  Включена защитная подсистема
1147;SUCCESS Отключена защитная подсистема
1148;SUCCESS Установлена защита для диска
1149;SUCCESS  Отключена защита для диска
1094;SUCCESS  Изменен пароль пользователя
1170;SUCCESS Соболь: вход пользователя
1172;SUCCESS  Соболь: изменение режима работы
1173;SUCCESS  Соболь: очистка журнала
1174;ERROR  Соболь: ошибка синхронизации параметров
1176;SUCCESS  Соболь: смена аутентификатора
1177;FAILURE  Соболь: запрет входа пользователя
1178;FAILURE  Соболь: нарушена целостность ресурса
1179;SUCCESS  Соболь: синхронизация параметров
1180;SUCCESS Соболь: смена пароля
1181;SUCCESS  Соболь: подключение ПАК
1182;ERROR  Соболь: ошибка подключения ПАК
1183;SUCCESS  Соболь: отключение ПАК
1184;ERROR  Соболь: ошибка отключения ПАК
1185;ERROR  Соболь: Ошибка КС в памяти идентификатора
1186;SUCCESS  Соболь: Изменены параметры загрузочного диска
1187;ERROR  Соболь: не рассчитаны контрольные суммы
1188;SUCCESS  Соболь: автоматический перерасчет контрольных сумм
1189;SUCCESS  Соболь: ручной перерасчет контрольных сумм
1192;SUCCESS Синхронизация учетной информации
1193;ERROR  Ошибка синхронизации учетной информации
1242;FAILURE  Запрет сетевого подключения под другим именем
1260;SUCCESS  Начата запись на сменный диск
1261;SUCCESS  Завершена запись на сменный диск
1262;ERROR  Ошибка записи на сменный диск
1263;FAILURE  Запрет записи на сменный диск
1264;SUCCESS  Начата запись образа CD/DVD/BD
1265;SUCCESS  Завершена запись образа CD/DVD/BD
1266;ERROR Ошибка записи образа CD/DVD/BD
1267;FAILURE  Запрет записи образа CD/DVD/BD
1230;SUCCESS  Запуск процесса
1231;SUCCESS  Завершение процесса
1310;SUCCESS  Доступ к файлу или каталогу
1311;FAILURE  Запрет доступа к файлу или каталогу
1312;SUCCESS  Изменение прав доступа
1320;SUCCESS  Добавление криптоконтейнера
1321;SUCCESS  Исключение криптоконтейнера
1322;SUCCESS  Подключение криптоконтейнера
1323;SUCCESS  Отключение криптоконтейнера
1324;FAILURE  Запрет подключения криптоконтейнера
1325;SUCCESS  Добавление пользователя в список доступа
1326;SUCCESS  Удаление пользователя из списка доступа
1327;SUCCESS  Изменение уровня доступа пользователя
1328;SUCCESS  Изменение ключевой информации криптоконтейнера
1330;SUCCESS  Доступ к буферу обмена
1331;FAILURE  Запрет доступа к буферу обмена
1332;SUCCESS  Доступ к содержимому окна процесса
1333;FAILURE  Запрет доступа к содержимому окна процесса
1334;SUCCESS  Операция перетаскивания (drag-n-drop) между процессами
1335;FAILURE  Запрет операции перетаскивания (drag-n-drop) между процессами
5;SUCCESS  Изменение настроек защиты
6;FAILURE Запрет изменения настроек защиты
13;SUCCESS  Доступ к функции средства защиты
14;FAILURE  Запрет доступа к функции средства защиты Реально – 0xC000000E (3221225486)
15;SUCCESS  Загружена общая служба
21;SUCCESS  Получен и применен пакет обновления
23;"ERROR  Ошибка применения пакета обновления Реально – 0xC0000017 (3221225495)
"
22;"ERROR  Ошибка получения пакета обновления Реально – 0xC0000018 (3221225496)
"
47;"FAILURE Целостность компонентов нарушена Реально – 0xC000002F (3221225519)
Реально – 0xC000002F (3221225519)
"
52;SUCCESS  Обнаружен конфликт, флаг принудительного запуска присутствует
53;FAILURE  Обнаружен конфликт, флаг принудительного запуска отсутствует
19;SUCCESS Загружена служба обнаружения и предотвращения вторжений (хост)
20;SUCCESS  Остановлена служба обнаружения и предотвращения вторжений (хост)
32;SUCCESS  Загрузка драйвера
33;FAILURE  Запрет загрузки драйвера Реально – 0xC0000021 (3221225505)
34;SUCCESS  Разрешено программно-математическое воздействие
35;FAILURE  Запрещено программно-математическое воздействие
44;SUCCESS  Разрешен доступ к контролируемому объекту
45;FAILURE  Запрещен доступ к контролируемому объекту
17;SUCCESS  Загружена служба антивируса
18;SUCCESS  Остановлена служба антивируса
37;SUCCESS  Запуск процесса проверки
38;ERROR  Ошибка запуска процесса проверки
40;SUCCESS  Проверка завершена, вредоносное ПО не обнаружено
41;FAILURE  Проверка завершена, обнаружено вредоносное ПО Реально – 0xC0000029 (3221225513)
46;FAILURE  Обнаружение вредоносной программы Реально – 0xC000002E (3221225518)
42;SUCCESS  Объект восстановлен из карантина
43;FAILURE  Ошибка восстановления объекта из карантина Реально – 0xC000002B (3221225515)
1;INFORMATION  Запуск драйвера Антивируса
2;INFORMATION  Остановка драйвера Антивируса
3;INFORMATION  Подключение службы
4;INFORMATION  Отключение службы
5;ERROR  Потеря связи со службой
6;ERROR  Ошибка при работе службы
7;FAILURE  Файл не проверен
8;ERROR  Ошибка подключения к SN EventAPI
9;ERROR  Перезапись буфера файлов
10;INFORMATION  Включен отладочный режим работы драйвера
200;ERROR  Ошибка во время работы службы
201;SUCCESS  Выполнена команда
100;INFORMATION  Запуск службы Антивируса
101;INFORMATION Остановка службы Антивируса
102;INFORMATION  Подключение к драйверу Антивируса 
103;INFORMATION  Отключение от драйвера Антивируса
104;ERROR  Ошибка подключения к драйверу Антивируса
105;FAILURE  Обнаружен вирус Реально – Обнаружен вирус (оставлен без изменений)
106;FAILURE  Обнаружен вирус Реально – Обнаружен вирус (удален)
107;FAILURE  Обнаружен вирус Реально – Обнаружен вирус (перемещен в карантин)
108;ERROR  Ошибка при перемещении зараженного файла в карантин
109;SUCCESS  Запуск сканирования
110;SUCCESS  Завершение сканирования
111;FAILURE  Завершение сканирования
112;FAILURE Завершение сканирования с ошибкой
113;SUCCESS  Запуск обновления антивирусной базы
114;SUCCESS  Обновление антивирусной базы
115;FAILURE Ошибка при обновлении антивирусной базы
116;SUCCESS  Изменение конфигурации
117;SUCCESS Старые файлы удалены из карантина
118;SUCCESS Успешно восстановлен файл из карантина
119;ERROR  Ошибка при восстановлении файла из карантина
120;SUCCESS  Файл удален из карантина
121;FAILURE  Ошибка при удалении файла из карантина
122;FAILURE  Ошибка при проверке файла на вирусы
123;FAILURE Ошибка при проверке файла на вирусы
124;INFORMATION  На защищаемом компьютере активирован антивирус
125;INFORMATION На защищаемом компьютере деактивирован антивирус
126;ERROR  Лицензия недействительна
127;ERROR  Лицензия не найдена
128;INFORMATION  Включен отладочный режим работы службы Антивируса
129;INFORMATION Выключен отладочный режим работы службы Антивируса
130;SUCCESS Создана задача сканирования
131;FAILURE  Недостаточно прав для внесения изменений в конфигурацию
132;FAILURE  Недостаточно прав для работы с карантином
133;SUCCESS   Создана задача обновления антивирусных баз
134;FAILURE  Проблемы при сканировании загрузочной области
135;FAILURE  Проблемы при проверке памяти
136;INFORMATION  Пропущены задания по расписанию
137;INFORMATION Обнаружен вирус
138;SUCCESS  Сканирование отменено
139;SUCCESS  Старые файлы удалены из карантина
140;FAILURE  Ошибка запуска scan_worker.exe
141;FAILURE  Обнаружен вирус в памяти
142;FAILURE  Обнаружен вирус в памяти Реально – Обнаружен вирус в памяти (удален)
143;FAILURE  Обнаружен вирус в памяти Реально – Обнаружен вирус в памяти (вылечен)
144;FAILURE  Обнаружен вирус в загрузчике
145;FAILURE  Обнаружен вирус в загрузчике Реально – Обнаружен вирус в загрузчике (удален)
146;FAILURE  Обнаружен вирус в загрузчике еально – Обнаружен вирус в загрузчике (вылечен)
147;ERROR  Критическая ошибка в работе Антивируса
148;SUCCESS ) Антивирусные базы находятся в актуальном состоянии
149;INFORMATION  Задача обновления антивирусных баз пропущена
150;SUCCESS  Запуск восстановления предыдущей версии антивирусных баз
151;SUCCESS Восстановлена предыдущая версия антивирусных баз
152;FAILURE  Ошибка при восстановлении антивирусной базы
153;FAILURE Обнаружен вирус в памяти Реально – Обнаружен вирус в памяти (зараженный процесс оставлен без изменений)
154;FAILURE Обнаружен вирус в памяти Реально – Обнаружен вирус в памяти (зараженный процесс завершен)
155;INFORMATION  Установлен новый файл лицензии
156;INFORMATION  Исправлено несоответствие в логической и файловой системе карантина
157;WARNING  Указанный в списке исключений путь не найден
158;INFORMATION  Файл, на который указывает запись в базе карантина, не обнаружен
300;INFORMATION Запуск сервера обновлений Антивируса
301;INFORMATION Остановка сервера обновлений Антивируса
302;SUCCESS  Запуск обновления антивирусной базы
303;SUCCESS  Успешно обновлена антивирусная база
304;FAILURE Ошибка при обновлении антивирусной базы
305;ERROR Критическая ошибка в работе службы обновлений Антивируса
306;SUCCESS  Измененение конфигурации
307;SUCCESS  Антивирусные базы находятся в актуальном состоянии
308;SUCCESS  Выполнена команда
309;ERROR  Ошибка соединения со службой обновлений
310;SUCCESS  Запуск восстановления предыдущей версии антивирусных баз
311;SUCCESS  Предыдущая версия баз успешно восстановлена
312;FAILURE  Ошибка при восстановлении антивирусной базы
313;INFORMATION Включен отладочный режим работы сервиса обновлений Антивируса
271;компьютер ушел в аварийный режим
33538;неудачная попытка входа в систему
1104;нарушение контроля целостности системы
1102;неудачное выполнение задания контроля целостности
33282;отказ в аутентификации
4625;microsoft security auditing
5038;microsoft security auditing
33538;неудачная попытка входа в систему
